Full Name,Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),Pace Total,Shooting Total,Dribbling Total
Jin Ho Sin,72,72,1200000,33,177,72,64,65,71
Anel Ahmedhodic,72,82,4900000,23,195,84,78,34,63
Rasmus Nicolaisen,72,77,3100000,25,191,81,57,41,60
Boubakar Kouyaté,72,77,3100000,25,192,78,65,37,58
Adrián Ramos,72,72,800000,36,184,78,66,72,67
Gustavo Blanco Leschuk,72,72,2300000,30,190,88,64,70,66
Jair Amador Silos,72,72,1500000,32,190,80,66,29,46
Younes Namli,72,72,2400000,28,180,70,76,60,78
Sébastien Corchia,72,72,1700000,31,175,67,68,62,70
Milan van Ewijk,72,80,5000000,21,175,70,91,48,67
Sekou Koita,72,82,5500000,22,173,67,92,72,76
James Tomkins,72,72,1100000,33,192,74,33,32,49
Billy Sharp,72,72,800000,36,175,70,55,74,65
Markus Kolke,72,72,1200000,31,187,91,74,69,75
Karim Boudiaf,72,72,0,31,190,85,52,62,69
Riad Nouri,72,72,750000,37,178,73,66,72,75
Nyasha Mushekwi,72,72,1100000,34,188,70,78,71,60
Jere Uronen,72,72,2300000,27,177,69,68,57,67
Abdallah Sima,72,84,6000000,21,188,74,88,73,69
Milan Heca,72,72,1200000,31,187,83,73,71,72
Billy Gilmour,72,82,5000000,21,170,66,61,55,73
Bruno Bianchi,72,72,1100000,33,183,76,59,35,56
Deiverson Breno Kaio de Freitas,72,72,750000,38,174,74,81,71,75
Martin Kelly,72,72,1500000,32,191,77,37,44,61
Tommaso Augello,72,72,2300000,27,180,70,76,39,69
Philipp Förster,72,72,2500000,27,188,82,64,68,71
Jhon Duque,72,72,2000000,30,174,68,64,44,65
Juan Manuel Insaurralde,72,72,425000,37,188,87,55,53,58
Ahmed Musa,72,72,2300000,29,171,66,89,67,74
Andrés Herrera,72,77,3300000,23,178,75,80,62,73
Facundo Quignon,72,72,2000000,29,178,73,62,53,74
Benito Raman,72,72,2500000,27,172,67,90,73,75
Antonio Sánchez Navarro,72,75,3100000,25,179,78,75,66,71
Santiago Cáseres,72,78,3300000,25,177,77,65,55,70
Fábio Pereira da Silva,72,72,1700000,31,172,74,74,52,73
Pavel de Jesus Serra Fonseca,72,72,1900000,30,191,88,35,47,51
Peter Shalulile,72,72,2400000,28,178,68,78,71,70
Daniele Padelli,72,72,250000,36,191,82,73,72,68
Bernard Mensah,72,73,2700000,27,180,65,77,70,74
Gregory Wüthrich,72,74,2500000,27,192,88,53,35,53
Jens-Lys Cajuste,72,79,4700000,22,188,77,75,58,74
Peter Michorl,72,72,2500000,27,176,71,67,66,71
Lucas Gourna,72,83,4600000,18,185,78,76,52,71
Óscar Sielva Moreno,72,72,2000000,30,178,78,63,71,70
Didier Ndong,72,73,2300000,28,180,75,70,59,69
Ken Sema,72,72,2400000,28,180,69,78,66,73
Federico Ricca,72,73,2500000,27,178,73,67,50,66
Éder Marvin Oliveira Simão,72,72,1900000,30,183,79,56,46,51
Andrew Hjulsager,72,73,2700000,27,175,72,71,68,73
Lilian Brassier,72,79,4400000,22,186,78,69,36,67
Barry Bannan,72,72,1800000,32,169,61,63,64,75
Mateu Jaume Morey Bauzá,72,79,4500000,22,173,67,74,46,76
Christian Luyindama,72,72,2000000,28,191,91,67,35,49
Guillermo Acosta,72,72,1400000,33,168,64,67,68,72
Nicolás Orsini,72,72,2500000,27,191,90,79,71,67
Lukas Podolski,72,72,800000,37,183,88,49,78,71
Moses Usor,72,79,4600000,20,181,64,86,68,74
Carlos Eduardo Lopes Cruz,72,75,3200000,24,171,70,75,61,74
Steve Cook,72,72,1600000,31,185,82,45,34,58
Viktor Gyökeres,72,78,3700000,24,187,86,75,71,73
Paul Lasne,72,72,1200000,33,186,77,44,62,69
Håkon Evjen,72,79,4800000,22,178,68,87,62,74
Jonatan Maidana,72,72,425000,36,185,86,35,39,51
Benjamin eko,72,85,5500000,19,193,77,81,70,70
Filip Panák,72,74,2600000,26,188,77,67,53,68
Víctor Ignacio Malcorra,72,72,1100000,34,171,74,74,66,75
Jan Boril,72,72,1700000,31,175,75,67,60,69
Vicemte Ernesto Tófoli Laranjeiras,72,72,2600000,26,172,67,79,71,75
Ognjen Vranje,72,72,1500000,32,183,76,53,50,55
Damián Martínez,72,72,1600000,32,180,72,74,65,72
Rúben Tiago Rodrigues Ribeiro,72,72,1100000,34,175,67,63,69,77
Kerim Mrabti,72,72,2400000,28,175,75,80,72,71
Guzmán Corujo,72,75,2800000,25,189,85,70,35,47
Stefan Ilsanker,72,72,1100000,33,189,85,56,53,50
Amahl Pellegrino,72,72,1900000,32,190,68,85,72,71
Andra porar,72,72,2400000,28,186,82,75,72,70
Jakob Jantscher,72,72,1500000,33,181,69,67,73,72
Amir Abedzadeh,72,73,1800000,29,187,86,71,69,73
Mariano Bíttolo,72,72,1600000,32,170,62,76,46,70
Mohammed Dauda,72,77,3500000,24,176,69,88,69,75
Randy Nteka,72,79,4700000,24,189,75,73,71,72
Nicola Murru,72,73,2500000,27,180,74,70,40,69
Marcelo Antônio Guedes Filho,72,72,625000,35,191,85,36,44,56
Francisco José Villalba Rodrigo,72,79,4700000,24,172,63,73,64,73
Ronwen Williams,72,72,1600000,30,184,81,73,68,73
Sergio Postigo Redondo,72,72,1100000,33,185,78,66,46,55
Felipe Aguilar,72,72,2000000,29,190,82,48,40,49
Irvin Cardona,72,76,3400000,24,185,76,71,73,72
Ivica Ivuic,72,76,0,27,195,71,71,70,71
Gerardo Arteaga,72,79,4500000,23,175,68,80,53,70
Modibo Sagnan,72,81,4900000,23,187,77,64,32,56
Franko Andrijaevic,72,72,2000000,31,186,82,69,71,68
Daniel Pedro Calvo Sanromán,72,74,2400000,28,190,82,52,46,56
Gonzalo Castro,72,72,750000,37,178,80,58,73,75
Erick Cabaco,72,75,2700000,27,186,75,49,41,54
César De La Hoz López,72,72,2000000,30,179,74,52,58,65
Ivan Ricardo Cavaleiro,72,72,2400000,28,175,73,82,70,73
Manuel Prietl,72,72,2000000,30,187,79,64,51,65
Josip Drmic,72,72,2300000,29,183,81,74,74,70
Nathanaël Mbuku,72,82,5000000,20,170,65,77,66,78
Anthony Rouault,72,84,5500000,21,186,77,62,30,55
Caner Erkin,72,72,1200000,33,181,72,66,72,74
Théo Valls,72,74,2900000,26,178,71,66,66,71
Sergio Otálvaro,72,72,725000,35,176,75,74,54,67
Federico Mateos,72,72,2300000,29,177,74,66,68,71
Hélton Luiz Celanova Vieira,72,72,2300000,30,180,92,53,76,67
Josip Miic,72,72,2300000,28,184,79,58,69,66
Adrián San Miguel Castillo,72,72,250000,35,190,80,73,70,74
Luca Caldirola,72,72,1600000,31,186,78,47,42,60
Branimir Hrgota,72,72,2300000,29,185,76,75,74,75
Javier Báez,72,72,1600000,31,180,84,70,55,66
Camillo Ciano,72,72,1900000,32,176,73,82,73,75
Jonas Meffert,72,73,2400000,27,186,76,54,48,66
Federico Ricci,72,72,2400000,28,175,68,81,62,76
Jean Evrard Kouassi,72,72,2500000,27,180,82,87,69,77
Diego Zabala,72,72,2300000,30,172,64,70,73,71
Young Joon Choi,72,72,2000000,30,181,76,68,60,66
Erik Thommy,72,72,2500000,27,175,71,77,69,74
Fran Tudor,72,73,2800000,26,173,68,88,60,72
Dwight Gayle,72,72,2000000,31,174,78,75,73,73
Nicolás Capaldo,72,79,4700000,23,177,73,76,65,72
Alessio Zerbin,72,80,5000000,23,182,80,76,67,74
Gérson Fábio Noalha Rochela,72,72,2300000,30,178,76,76,76,75
Mathias Pereira Lage,72,75,3100000,25,180,69,72,71,71
Federico Barba,72,73,2200000,28,185,80,69,30,61
Mato Jajalo,72,72,800000,34,182,78,58,64,71
Jóhann Berg Guðmundsson,72,72,1900000,31,179,77,65,70,73
Keven Schlotterbeck,72,76,2900000,25,189,84,60,27,54
Lorenzo Venuti,72,73,2500000,27,176,66,72,26,67
Leandro Chichizola,71,71,925000,32,182,80,70,70,72
Joe Allen,71,71,1200000,32,168,62,64,61,72
Maximilian Ullmann,71,74,2300000,26,180,65,86,60,68
Dara O'Shea,71,78,3500000,23,188,74,61,33,55
Ado Onaiwu,71,74,2500000,26,180,75,84,70,67
Jesús Jiménez Núñez,71,71,1900000,28,183,80,80,71,73
Levin Öztunali,71,72,2200000,26,184,81,75,67,73
Ismail Jakobs,71,79,4200000,22,184,75,85,59,73
Mads Hermansen,71,80,3600000,21,185,81,71,69,74
Hamza Sakhi,71,74,2400000,26,176,69,69,66,72
Emir Sahiti,71,75,2700000,23,174,65,84,69,74
Simone Scuffet,71,72,1600000,26,193,75,70,67,75
Kennedy Boateng,71,77,2600000,25,191,78,69,41,48
Fernando Uribe,71,71,900000,34,182,77,71,72,66
Abdón Prats Bastidas,71,71,1900000,29,181,81,64,73,71
Rafael Wihby Bracali,71,71,210000,41,185,78,71,71,69
Ondrej Celustka,71,71,900000,33,186,83,61,52,57
João Pedro Junqueira de Jesus,71,84,4500000,20,182,70,77,69,74
Gastón Olveira,71,72,1400000,29,191,80,72,74,70
Luká Juli,71,71,2000000,27,187,86,82,69,67
Erhan Maovic,71,76,2600000,23,189,82,55,30,54
Mauro Guilherme Ribeiro Rangel,71,71,1800000,30,176,75,66,61,73
Francesco Vicari,71,73,2000000,27,190,80,34,27,46
Jonás Ramalho Chimeno,71,71,1600000,29,181,68,67,35,57
Édson Felipe da Cruz,71,71,1300000,31,187,75,67,64,64
Erik Pieters,71,71,975000,33,183,87,53,40,69
Alfredo Aguilar,71,71,600000,33,186,89,75,68,73
Henry Kessler,71,76,2600000,24,193,84,57,27,60
Carleto Adilson Costinha Caldeira,71,71,1800000,30,175,69,82,63,73
Reinaldo Lenis,71,71,1800000,29,181,76,80,64,71
Ryan Manning,71,73,2100000,26,173,72,67,60,71
Ezequiel Cerutti,71,71,1800000,30,169,75,83,63,73
Abdullah Al Mayoof,71,71,210000,35,189,92,61,72,73
Víctor Camarasa Ferrando,71,71,1900000,28,183,77,52,72,71
Ao Tanaka,71,76,2600000,23,177,69,67,66,70
César Falletti,71,71,1800000,29,174,65,79,64,77
Max Meyer,71,72,2200000,26,173,67,63,61,76
Leandro Fernández,71,71,1600000,31,176,74,77,71,74
Callum Robinson,71,71,2000000,27,178,75,79,70,74
Alfredo Kulembe Ribeiro,71,71,1500000,32,170,68,86,67,75
Davide Diaw,71,71,1800000,30,191,78,82,69,68
Antonio Moya Vega,71,78,3700000,24,185,78,55,64,72
Daniel Bocanegra,71,71,500000,35,182,73,64,55,64
Patric Pfeiffer,71,77,2700000,22,196,91,76,33,52
Rafik Guitane,71,79,4200000,23,170,64,76,58,77
Luíz Carlos Martins Moreira,71,71,600000,36,175,65,53,67,68
Clément Michelin,71,73,2200000,25,178,65,70,50,69
John Guidetti,71,71,1800000,30,185,80,46,72,70
Hidde ter Avest,71,75,2400000,25,182,78,72,53,70
Lamine Gueye,71,75,2700000,24,178,74,77,70,70
Jordi Martins Almeida,71,72,1500000,28,192,81,71,70,72
Siebe Van der Heyden,71,76,2600000,24,185,76,61,34,53
Jakub Kiwior,71,78,3500000,22,189,75,65,37,60
João Othávio Basso,71,76,2500000,25,187,74,54,51,57
Anfernee Dijksteel,71,75,2300000,25,183,72,77,34,66
Sebastián Pérez,71,71,1000000,31,180,76,73,69,74
Ezequiel Bullaude,71,80,4200000,21,184,80,79,69,74
Daniel Barlaser,71,75,2400000,25,184,62,51,61,67
Ardian Ismajli,71,74,2200000,25,185,76,72,28,61
Bartosz Bialkowski,71,71,325000,34,194,86,66,71,70
Leo tulac,71,73,2000000,27,175,70,68,61,67
Jorge Filipe Oliveira Fernandes,71,75,2300000,25,191,91,37,34,57
Ricardo Ryller Ribeiro Lino Silva,71,71,1600000,28,184,84,62,63,67
Julian Börner,71,71,1300000,31,188,86,59,58,58
Linpeng Zhang,71,71,900000,33,185,80,72,56,68
Bernardo Joshua Mota Damasco,71,71,1600000,30,179,74,72,52,66
Andrés Ricaurte,71,71,1800000,30,184,70,64,58,70
Dejan Joveljic,71,78,3800000,22,181,75,72,71,72
Nazareno Colombo,71,81,3900000,23,184,78,66,39,54
Albert Vallci,71,72,2000000,26,191,82,73,57,56
Jake Livermore,71,71,1200000,32,180,74,55,61,67
Guilherme Magro Pires Ramos,71,76,2600000,24,191,82,61,33,51
Benjamín Rollheiser,71,77,3000000,22,171,73,80,67,75
Andile Jali,71,71,1200000,32,172,75,73,58,73
Steve Clark,71,71,210000,36,188,86,70,68,72
Luciano Pons,71,71,1500000,32,181,79,55,73,65
Marnon Busch,71,71,1800000,27,182,80,89,50,67
Joaquín Laso,71,71,1300000,31,185,79,62,41,57
Amir Sâyoud,71,71,1600000,31,171,64,72,69,71
John Verhoek,71,71,1200000,33,188,87,62,71,67
Arnaud Bodart,71,76,2300000,24,186,81,71,70,72
Ovie Ejaria,71,76,2800000,24,188,74,60,63,80
Timm Klose,71,71,600000,34,194,85,32,38,38
Léo Lacroix,71,71,1500000,30,197,95,46,43,58
Aníbal Godoy,71,71,1200000,32,183,82,32,55,65
Germano Wilson Monico Salvador,71,71,875000,34,168,72,57,69,70
Sam Lammers,71,76,2800000,25,189,77,70,73,71
Christ Tiéhi,71,75,2400000,24,180,78,65,47,66
Bartol Franjic,71,78,3600000,22,186,77,78,50,65
Giannis Michailidis,71,79,3900000,22,188,85,68,51,61
Dalei Wang,71,71,600000,33,185,75,70,69,72
Mark Delgado,71,71,1800000,27,175,67,67,52,66
Arnau Martínez López,71,83,4300000,19,181,75,74,43,66
Alexandre Rodrigues da Silva,71,71,1500000,32,175,72,71,70,72
Simen Juklerød,71,71,1700000,28,187,83,83,68,70
Taylan Antalyali,71,72,1900000,27,180,71,64,63,66
George Honeyman,71,71,2000000,27,173,72,72,65,70
Oscar Jansson,71,71,1000000,31,187,82,72,67,72
Raphael Holzhauser,71,71,1800000,29,192,84,47,75,70
Guillermo Burdisso,71,71,900000,33,188,84,42,43,53
James Bree,71,75,2500000,24,178,74,73,44,66
Santiago Rodríguez,71,81,4200000,22,172,62,77,63,74
Moussa Koné,71,75,2600000,25,175,68,92,68,74
Ronaldo Augusto Vieira Nan,71,76,2600000,23,178,70,73,58,72
Quentin Bernard,71,71,1300000,32,184,83,59,57,64
Pascal Testroet,71,71,1600000,31,185,86,66,74,64
Max Christiansen,71,74,2200000,25,185,82,63,50,65
Vitor Hugo Gomes da Silva,71,71,875000,34,183,81,55,65,70
Issa Kaboré,71,82,4000000,21,180,72,89,29,71
Vincent Le Goff,71,71,1300000,32,177,69,67,60,69
Majeed Ashimeru,71,76,2800000,24,182,72,73,65,75
Jackson Muleka,71,80,4200000,22,180,77,81,69,73
Nicolas Jackson,71,81,4200000,21,186,78,76,72,72
Daniel Sundgren,71,71,0,31,179,69,72,50,62
Anto Grgic,71,75,2600000,25,188,84,62,68,66
Olimpiu Moru?an,71,77,3000000,23,172,71,73,70,76
Jonny Howson,71,71,650000,34,180,77,54,68,68
Sorba Thomas,71,76,2800000,23,185,75,87,66,71
Bakaye Dibassy,71,71,1200000,32,183,74,71,54,65
José Manuel Rodríguez Benito,71,71,1500000,30,189,80,56,59,60
Finn Dahmen,71,79,3600000,24,188,83,73,67,74
Knowledge Musona,71,71,1500000,32,177,71,74,70,73
Raffaele Pucino,71,71,1400000,31,183,74,73,45,68
Alfredo Morales,71,71,1200000,32,183,77,59,58,67
Brandon Bye,71,74,2300000,26,183,79,77,58,65
Manuel Reina Rodríguez,71,71,210000,37,186,81,69,67,72
Jakub Hromada,71,72,2000000,26,180,76,77,55,69
Nilson Rafael Vilela de Brito,71,71,900000,34,180,71,82,63,73
Olivier Ntcham,71,72,2200000,26,180,80,67,68,75
Kevin Müller,71,71,1000000,31,190,90,71,67,73
Strahinja Pavlovic,71,82,3900000,21,194,84,65,43,62
Dion Lopy,71,79,4099999,20,184,79,67,59,71
Josué Estrada,71,74,2300000,25,177,83,80,60,65
Carlos Quintana,71,71,600000,34,190,88,48,37,49
Dagoberto Josué Pinho Parrela,71,71,1900000,26,185,81,75,44,59
Mathew Leckie,71,71,1600000,31,181,82,82,65,72
Bilal Hussein,71,78,3800000,22,175,70,68,58,73
Javier Ontiveros Parra,71,74,2600000,24,172,75,71,72,73
Mohamed Ali Camara,71,75,2400000,24,191,81,73,35,46
Omar El Kaddouri,71,71,1500000,31,185,74,70,68,71
Maxime Colin,71,71,1600000,30,180,76,72,34,67
Muhammet Demir,71,71,1800000,30,180,72,72,73,71
Max Besuschkow,71,75,2600000,25,187,81,43,60,68
Benedikt Zech,71,71,1300000,31,186,73,82,29,57
Gojko Cimirot,71,71,1600000,29,178,76,63,61,68
Zinho Gano,71,71,1900000,28,198,91,55,71,63
Jérôme Gondorf,71,71,875000,34,176,74,56,63,70
Rúben Miguel Santos Fernandes,71,71,325000,36,187,81,57,51,57
Luisinho Lúcio Conradi Andrade,71,71,2000000,22,174,78,69,56,74
Alejandro Hohberg,71,71,1800000,30,169,73,75,69,75
Lazare Amani,71,75,2700000,24,172,64,77,65,78
Patrik Wålemark,71,82,4099999,20,183,73,77,67,73
Matt Crooks,71,71,1900000,28,192,80,67,67,68
David Doudera,71,76,2600000,24,175,66,85,63,70
Antolín Alcáraz,71,71,325000,39,187,78,31,43,60
Berkay Özcan,71,78,3700000,24,178,72,70,64,75
Roque Santa Cruz,71,71,0,40,191,93,33,74,62
Edson Gérson Torres Guerra,71,71,1900000,26,178,77,70,54,60
Martin Linnes,71,71,1600000,30,177,72,86,56,69
Jodel Dossou,71,71,1800000,30,180,75,83,64,70
Mamadou Sylla,71,71,1900000,28,184,84,75,70,70
Joher Khadim Rassoul,71,74,2300000,26,187,81,78,46,66
Jeremy Ebobisse,71,75,2600000,25,183,79,77,68,67
Jan Mejdr,71,72,2000000,27,185,87,74,46,64
Amilton Minervino da Silva,71,71,1500000,32,172,66,86,68,71
Cryzan Queiroz Barcelos,71,71,2100000,25,190,82,76,69,70
André Filipe Cunha Vidigal,71,77,3000000,23,176,67,83,64,74
Xuepeng Li,71,71,975000,33,185,75,81,55,68
Sebastian Andersson,71,71,1800000,30,190,86,48,72,67
Mikkel Desler,71,72,2000000,27,184,73,76,60,68
Brede Mathias Moe,71,71,1500000,30,184,80,68,43,58
Robert Gumny,71,76,2600000,24,182,71,74,41,68
Franck Boli,71,71,1900000,28,180,77,72,72,70
Farouk Chafaï,71,71,1200000,32,182,75,41,44,46
Emil Riis,71,75,2700000,24,190,87,76,70,67
Sergi Cardona Bermúdez,71,80,4000000,22,186,76,76,42,62
Tomá Suslov,71,80,4099999,20,173,72,74,65,74
Sergio Ruiz Alonso,71,73,2000000,27,176,75,62,62,68
Moritz Heyer,71,72,2000000,27,185,78,67,55,66
Tom Krauß,71,79,4200000,21,182,72,71,66,70
Leonardo Morales,71,71,1300000,31,180,72,66,33,61
Shane Long,71,71,800000,35,178,70,78,68,71
Phillip Tietz,71,75,2700000,24,190,86,66,71,66
Antonio Sivera Salvá,71,75,2000000,25,185,79,72,65,75
Carlos Sierra,71,71,1500000,31,183,87,61,74,70
Halil Ibrahim Dervisoglu,71,78,3800000,22,183,76,75,70,73
Jamal Lowe,71,71,2000000,27,183,79,86,69,73
Roman Neustädter,71,71,600000,34,190,81,36,52,64
Lorenzo Lucca,71,82,4200000,21,201,83,66,72,63
Milo Pantovic,71,73,2400000,25,186,77,76,69,73
Marvin Ekpiteta,71,74,2200000,26,193,84,69,29,52
Emiliano Méndez,71,71,925000,33,186,80,47,49,63
Wiliam Carlos Santoso Sampaio,71,74,1900000,26,195,91,61,77,73
Dayne St. Clair,71,77,2300000,25,190,75,71,66,76
Yoann Barbet,71,71,1600000,29,187,81,68,51,64
Marco Meyerhöfer,71,72,2000000,26,179,74,66,40,70
Daniel Ginczek,71,71,1600000,31,190,85,67,72,65
Fabian Reese,71,74,2600000,24,187,88,86,64,68
Largie Ramazani,71,81,4200000,21,167,55,87,65,75
Oliver Kragl,71,71,1500000,32,180,77,75,72,70
Wagner Mauro Orsi Vasquez,71,71,2000000,22,176,69,77,57,64
Koji Miyoshi,71,74,2500000,25,167,62,76,67,76
Riccieli da Silva Júnior,71,80,3900000,23,184,80,53,33,56
Tobias Salquist,71,73,2000000,27,190,85,64,43,53
Sacha Boey,71,76,2700000,21,178,70,85,43,70
Adam Karabec,71,84,4400000,18,185,74,73,65,73
Blerim Demaili,71,71,600000,36,180,80,43,69,69
Víctor Salazar,71,71,1600000,29,175,67,88,48,69
Brecht Dejaegere,71,71,1500000,31,173,71,70,60,71
Kamil Glik,71,71,600000,34,190,80,35,32,52
Kristof D'Haene,71,71,1300000,32,168,63,71,59,74
David Pavelka,71,71,1300000,31,174,72,63,60,68
Emrah Bassan,71,71,1800000,30,177,66,77,69,72
Adrián Guto Negrão Bastos,71,71,2000000,26,176,73,62,65,75
Anderson Lucoqui,71,74,2400000,24,180,79,75,45,71
Gabriel Fuentes,71,76,2600000,25,185,78,82,49,69
Andrea Colpani,71,79,4099999,23,184,75,68,62,73
Lautaro Morales,71,81,3600000,22,187,76,70,69,72
Markus Henriksen,71,71,1600000,29,187,85,55,67,65
Jessy Deminguet,71,77,2900000,24,178,74,72,63,73
Jorge Pietro Carvalho Porfírio,71,71,1800000,26,189,80,59,54,55
Georges Mikautadze,71,81,4200000,21,178,72,79,71,74
Jake Bidwell,71,71,1600000,29,183,80,68,48,64
Ethan Horvath,71,74,1800000,27,195,83,78,66,76
Anthony Ralston,71,78,3600000,23,183,78,76,58,67
Sebastian Griesbeck,71,71,1300000,31,189,85,68,47,55
Jonathan Ring,71,71,1800000,30,182,74,81,64,72
Marcos Bolados,71,72,2200000,26,168,72,83,65,73
Viktor Kovalenko,71,73,2300000,26,182,75,72,70,73
Alex Alessandro Freitas Conceição,71,71,2000000,22,172,76,66,55,66
Jan Paul van Hecke,71,80,3900000,22,185,78,60,45,61
Sam Clucas,71,71,1500000,31,188,74,66,70,69
Craig Halkett,71,73,2000000,27,183,75,63,51,61
Myziane Maolida,71,76,2800000,23,181,78,77,67,76
Jure Balkovec,71,71,1800000,27,185,74,72,53,64
Gianluca Gaetano,71,79,4200000,22,175,70,63,71,71
Matt O'Riley,71,80,4200000,21,187,77,67,65,70
Frantiek Plach,71,71,1200000,30,192,80,70,69,71
Sander van de Streek,71,71,1800000,29,180,74,64,72,71
Jordi Mboula Queralt,71,80,4200000,23,183,74,87,66,75
Leandro Benegas,71,71,1200000,33,180,81,70,68,68
Luis González,71,71,1600000,31,170,66,76,66,75
Juan Pedro Ramírez López,71,71,1300000,31,190,80,54,37,49
Florent Hadergjonaj,71,71,1800000,27,183,73,81,50,69
Raoul Petretta,71,75,2400000,25,175,70,80,36,70
Mark-Anthony Kaye,71,72,2100000,27,186,77,71,54,71
Martín Payero,71,78,3700000,23,182,78,70,59,71
Mujaid Sadick Aliu,71,82,3900000,22,183,88,73,26,55
Elbasan Rashani,71,71,1800000,29,181,71,81,65,71
Jonson Clarke-Harris,71,71,2000000,27,183,78,77,72,68
Tudor Balu?a,71,75,2400000,23,188,80,59,51,53
Artur Ioni?a,71,71,1500000,31,184,73,57,68,70
Ryan Nyambe,71,75,2500000,24,178,70,81,33,69
Cristian Vega,71,71,1600000,28,178,79,68,61,65
Luiz Fernando da Silva Monte,71,71,1600000,31,191,77,68,71,62
Hakan Arslan,71,71,1200000,33,186,76,59,69,72
Manolis Saliakas,71,74,2300000,25,175,75,75,57,67
Jairo Ralph Resende dos Santos,71,71,2200000,22,169,62,76,54,77
Elias Cobbaut,71,76,2600000,24,188,83,68,41,67
Petar Bockaj,71,73,2200000,25,179,75,71,72,73
Jessé Martin Ledeiro Serra,71,71,2200000,22,174,73,69,63,72
Jakub Kaminski,71,83,4500000,20,179,68,89,65,72
Rare? Ilie,71,83,4400000,19,183,73,80,67,73
Semi Ajayi,71,72,1800000,28,193,83,76,48,62
Tim Kleindienst,71,71,2100000,26,194,85,67,72,61
Elio Capradossi,71,73,2000000,26,185,78,60,36,51
Kristian Pedersen,71,71,1800000,27,191,83,64,37,65
Iñigo Vicente Elorduy,71,77,3000000,24,178,70,74,65,73
Marcin Kaminski,71,71,1500000,30,192,84,53,57,60
Yakou Méïté,71,74,2500000,26,185,82,79,72,64
Jony Allison Reitosa Ribeiro,71,71,1600000,30,176,74,74,42,59
Asier Villalibre Molina,71,78,3800000,24,184,87,72,70,67
Milan Pavkov,71,71,1900000,28,193,83,51,72,63
Scott Malone,71,71,1400000,31,189,75,72,63,70
Enrique González Casín,71,71,1500000,32,177,78,72,70,71
Tom Trybull,71,71,1600000,29,181,72,62,47,66
Fabiano Parisi,71,83,4400000,21,178,72,70,63,70
Saud Abdulhamid,71,77,2800000,22,175,70,89,43,67
Mykyta Burda,71,72,1900000,27,187,80,64,23,42
Marc Martínez Aranda,71,71,925000,32,186,72,72,69,77
Diego González Polanco,71,74,2100000,27,185,83,66,34,59
Birama Touré,71,71,1600000,30,183,73,36,53,66
Matú Bero,71,72,2200000,26,181,81,72,71,71
Khalid Eissa,71,71,925000,32,179,73,71,66,76
Hernán De La Fuente,71,75,2400000,25,177,73,84,60,71
Michele Collocolo,71,79,4000000,22,188,78,70,58,66
Mert Çetin,71,77,2600000,25,189,90,61,44,59
Ryan Mmaee,71,75,2600000,25,183,79,76,70,71
Guillermo Ortíz,71,71,1600000,29,183,76,65,41,48
Philipp Klement,71,71,1800000,29,175,72,49,68,73
Jeff Hendrick,71,71,1800000,30,185,79,62,68,71
Filip Kaa,71,71,1600000,28,191,84,73,38,62
Marcello Falzerano,71,71,1600000,31,167,68,88,64,74
Pape Matar Sarr,71,82,4000000,19,184,70,67,63,72
Daniel João Santos Candeias,71,71,875000,34,177,78,74,64,72
Federico Macheda,71,71,1800000,30,185,77,69,72,71
Yan Valery,71,79,4000000,23,180,85,69,52,69
Dalbert Chagas Estevão,71,71,1700000,28,181,70,85,57,72
Edmilson Dove,71,71,1800000,27,178,72,78,44,65
Saúl Berjón Pérez,71,71,600000,36,178,84,77,70,72
Cristian Dájome,71,71,1900000,28,172,69,82,63,71
Murilo Henrique Pereira Rocha,71,71,2000000,27,177,76,85,64,73
Caleb Okoli,71,81,3800000,20,191,91,54,30,53
Anthony Briançon,71,72,1900000,27,185,79,48,47,53
Adam Bareiro,71,74,2500000,25,184,84,67,68,69
Nicolás Peranic,71,71,210000,37,183,79,71,70,72
Mathieu Maertens,71,72,2200000,27,182,77,74,70,70
Hernâni Jorge Santos Fortes,71,71,1800000,30,179,73,91,65,77
Pedro Miguel Martins Santos,71,71,700000,34,178,76,69,69,73
Fernando Niño Rodríguez,71,80,4200000,21,190,78,65,72,67
João Pedro da Costa Gamboa,71,75,2400000,25,187,80,65,58,67
Patrik Carlgren,71,71,1200000,30,188,84,69,69,72
Daniel Boloca,71,78,3700000,23,185,80,64,58,70
